,index,Source,Info Category,Project name,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning,Project Status,Project phase,Announced capacity (low) (Mt CO2/yr),Announced capacity (high) (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub
374,8,IEA,Energy Project,Acorn H2,United Kingdom,"Storegga, Chrysaor, Shell and Total",Capture,2018.0,,2025.0,,Planned,,0.4,0.4,Hydrogen/ammonia,Dedicated storage,Acorn CCS
375,7,IEA,Energy Project,Acorn CCS phase 2,United Kingdom,"Storegga (30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",T&S,2017.0,,,,Planned,2.0,5.0,5.0,CO2 T&S,Dedicated storage,Acorn CCS
376,5,IEA,Energy Project,Acorn CCS phase 1-Capture at St Fergus,United Kingdom,"Storegga (30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",Capture,2016.0,2023.0,2024.0,,Planned,,0.3,0.3,Natural gas processing,Dedicated storage,Acorn CCS
377,323,IEA,Energy Project,Keadby Hydrogen Power Station Project,United Kingdom,"SSE Thermal, Equinor, Fugro (ground investigation contract)",Capture,2021.0,,2029.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
378,6,IEA,Energy Project,Acorn CCS phase 1-T&S,United Kingdom,"Storegga (30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",T&S,2016.0,2023.0,2024.0,,Planned,1.0,0.3,0.8,CO2 T&S,Dedicated storage,Acorn CCS
379,43,IEA,Energy Project,Bacton Thames Net Zero initiative,United Kingdom,Eni,Storage,2022.0,,2027.0,,Planned,,6.0,10.0,CO2 storage,Dedicated storage,Bacton Thames Net Zero initiative
380,12,IEA,Energy Project,ADM Clinton bioethanol (IA),United States,ADM,Capture,2022.0,,,,Planned,,,,Biofuels,Dedicated storage,ADM & Wolf Carbon Solutions pipeline
381,115,IEA,Energy Project,CF Industries blue ammonia Donaldsonville (LA),United States,"CF Industries, ExxonMobil (storage), EnLink Midstream (transport)",Capture,2020.0,2021.0,2025.0,,Under construction,,2.0,2.0,Hydrogen/ammonia,Dedicated storage,EnLink transport network & ExxonMobil Vermilion parish storag
382,154,IEA,Energy Project,Corpus Christi offshore storage (TX),United States,"Port of Corpus Christi, 1845 Carbon Storage LLC, Strategic Sequestration Development LLC, and the University of Texas Bureau of Economic Geology’s Gulf Coast Carbon Center",Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Corpus Christi offshore storage (TX)
383,151,IEA,Energy Project,Corn LP Goldfield biorefinery (IA),United States,"Corn LP, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.18,0.215,Biofuels,Dedicated storage,Midwest carbon express
384,492,IEA,Energy Project,Roughrider Carbon Storage Hub (ND),United States,University of North Dakota,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Roughrider Carbon Storage Hub (ND)
385,150,IEA,Energy Project,Core Energy CO2-EOR South Chester plant (MI),United States,Core Energy,Full chain,,,2003.0,,Operational,,0.35,0.35,Natural gas processing,EOR,
386,147,IEA,Energy Project,Competitive Power Ventures CCGT (WV),United States,Competitive Power Ventures,Capture,2021.0,,,,Planned,,,,Power and heat,Unknown/unspecified,
387,123,IEA,Energy Project,Climeworks DAC at Brawley Geothermal (CA),United States,"University of Illinios, Climeworks",Full chain,2022.0,,,,Planned,,,,Direct Air Capture,Dedicated storage,
388,124,IEA,Energy Project,Climeworks Gulf Coast MoU (LA),United States,"Climeworks, Gulf Coast Sequestration",Capture,2022.0,,2030.0,,Planned,,1.0,1.0,Direct Air Capture,Dedicated storage,Gulf Coast Sequestration Hub
389,116,IEA,Energy Project,CF Industries blue ammonia Yazoo (LA),United States,CF Industries,Capture,2020.0,,,,Planned,,0.5,0.5,Hydrogen/ammonia,Dedicated storage,
390,11,IEA,Energy Project,ADM Cedar rapids bioethanol (IA),United States,ADM,Capture,2022.0,,,,Planned,,,,Biofuels,Dedicated storage,ADM & Wolf Carbon Solutions pipeline
391,502,IEA,Energy Project,Shell Deer Park Chemical complex (TX),United States,Wood Environment & Infrastructure Solutions,Capture,2021.0,,,,Planned,,,,Other industry,Unknown/unspecified,
392,13,IEA,Energy Project,Advanced CO2 Capture from Hydrogen Production Unit at Phillips 66 Rodeo Refinery (CA),United States,Phillips 66,Capture,2021.0,,,,Planned,,,,Other fuel transformation,Unknown/unspecified,
393,138,IEA,Energy Project,CO2MENT LafargeHolcim Florence (CO),United States,"Electricore, Svante, Holcim Group, Oxy Low Carbon Venture, TotalEnergies",Full chain,2020.0,,2025.0,,Planned,,0.7,1.5,Cement,Dedicated storage,
394,136,IEA,Energy Project,CO2 capture at Duke Energy's East Bend Station (KY),United States,"EPRI, MTR",Capture,2018.0,,,,Planned,,,,Power and heat,EOR,
395,135,IEA,Energy Project,CO2 capture at Coal Creek (ND),United States,"EERC, NDIC, Rainbow Energy, Mitshubishi HI, Kiewit",Capture,2021.0,2025.0,,,Planned,,,,Power and heat,Unknown/unspecified,
396,142,IEA,Energy Project,Coastal Bend Carbon Management Partnership (TX),United States,"Port of Corpus Christi,Talos Energy, Howard Energy Partners,Texas A&M University System",Storage,2022.0,,,,Planned,,1.0,1.5,CO2 storage,Dedicated storage,Coastal Bend Carbon Management Partnership (TX)
397,146,IEA,Energy Project,Coffeyville fertiliser Plant (KS),United States,"Coffeyville Resources, Chaparral Energy, Coffeyville Resource Nitrogen Fertilizers",Full chain,2011.0,2011.0,2013.0,,Operational,,0.7,0.9,Other industry,EOR,
398,157,IEA,Energy Project,Coyote Clean Power Project (CO),United States,"8Rivers, Southern Ute Indian Reservation",Full chain,2021.0,2023.0,2025.0,,Planned,,0.865,0.865,Power and heat,Unknown/unspecified,
399,10,IEA,Energy Project,ADM & Wolf Carbon Solutions pipeline (IA),United States,"ADM, Wolf Carbon Solutions (Wolf Midstream)",Transport,2022.0,,,,Planned,,12.0,12.0,CO2 transport,,ADM & Wolf Carbon Solutions pipeline
400,180,IEA,Energy Project,Denbury West Gwinville Pipeline (MS),United States,Denbury Carbon Solutions,Transport,,,2008.0,,Operational,,,,CO2 transport,,Denbury West Gwinville Pipeline
401,179,IEA,Energy Project,Denbury NEJD Pipeline (MS-LA),United States,Denbury Carbon Solutions,Transport,,,2001.0,,Operational,,,,CO2 transport,,Denbury NEJD Pipeline
402,178,IEA,Energy Project,Denbury Green Pipeline (LA-TX),United States,Denbury Carbon Solutions,Transport,,,2010.0,,Operational,,16.0,16.0,CO2 transport,,Denbury Green Pipeline
403,177,IEA,Energy Project,Denbury Free state Pipeline (MS),United States,Denbury Carbon Solutions,Transport,,,2006.0,,Operational,,,,CO2 transport,,Denbury Free state Pipeline
404,176,IEA,Energy Project,Denbury Delta Pipeline (MS),United States,Denbury Carbon Solutions,Transport,,,2007.0,,Operational,,,,CO2 transport,,Denbury Delta Pipeline
405,175,IEA,Energy Project,Denbury Ascension Parish sequestration (LA),United States,Denbury Carbon Solutions,Storage,2022.0,,2025.0,,Planned,,12.0,12.0,CO2 storage,Dedicated storage,Denbury Ascension Parish sequestration
406,1,IEA,Energy Project,8Rivers H2 (8RH2) (WY),United States,"8Rivers, Wyoming Energy Authority",Capture,2022.0,,,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
407,174,IEA,Energy Project,Denbury / Mitsubishi Gulf Coast ammonia project (TBD),United States,"Mitsubishi, Denbury",T&S,2021.0,,,,Planned,,1.8,1.8,CO2 T&S,Dedicated storage,
408,476,IEA,Energy Project,Quad County Corn Processors Galva biorefinery (IA),United States,"Quad County Corn Processors, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.09,0.109,Biofuels,Dedicated storage,Midwest carbon express
409,164,IEA,Energy Project,Dakota H2 Hub (ND),United States,"Bakken Energy, Mitsubishi HI (as Mitsubishi Power Americas), Mandan, Hidatsa, and Arikara Nation",Full chain,2021.0,,2027.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
410,163,IEA,Energy Project,Dakota Ethanol Wentworth biorefinery (SD),United States,"Dakota Ethanol, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.22,0.257,Biofuels,Dedicated storage,Midwest carbon express
411,481,IEA,Energy Project,Red Trail Energy BECCS Project (ND),United States,"Plains CO2 Reduction Partnership,  Energy & Environmental Research Centre,  Red Trail Energy",Full chain,2016.0,,2022.0,,Operational,,0.18,0.18,Biofuels,Dedicated storage,
412,162,IEA,Energy Project,DAC-1 Ector County(TX) train 2,United States,"Occidental, 1PointFive, Carbon Engineering",Full chain,2019.0,,2026.0,,Planned,2.0,0.5,0.5,Direct Air Capture,EOR,
413,483,IEA,Energy Project,Redfield Energy biorefinery (ND),United States,"Red River BioRefinery, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.15,0.172,Biofuels,Dedicated storage,Midwest carbon express
414,161,IEA,Energy Project,DAC-1 Ector County (TX) train 1,United States,"Occidental, 1PointFive, Carbon Engineering",Full chain,2019.0,2022.0,2025.0,,Under construction,1.0,0.5,0.5,Direct Air Capture,EOR,
415,486,IEA,Energy Project,Ringneck Energy & Feed Onida biorefinery (SD),United States,"Ringneck Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.19,0.229,Biofuels,Dedicated storage,Midwest carbon express
416,114,IEA,Energy Project,CF Industries and Mitsui Blue ammonia complex (LA),United States,"CF Industries, Mitsui",Full chain,2022.0,2023.0,2027.0,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
417,155,IEA,Energy Project,Cortez Pipeline (CO-TX),United States,Kinder Morgan,Transport,,,1983.0,,Operational,,19.3,19.3,CO2 transport,,Cortez Pipeline
418,14,IEA,Energy Project,Aemetis CCS Keyes facility (CA),United States,Aemetis,Full chain,2021.0,,2024.0,,Planned,,0.4,0.4,Biofuels,Dedicated storage,Aemetis CCS
419,111,IEA,Energy Project,Century plant - (TX),United States,"Occidental, Sandridge Energy",Full chain,2008.0,2008.0,2010.0,,Operational,,4.32,4.32,Natural gas processing,EOR,
420,545,IEA,Energy Project,Valero Port Arthur Refinery (TX),United States,"Air products, Denbury",Full chain,2009.0,2011.0,2013.0,,Operational,,0.9,0.9,Other fuel transformation,EOR,
421,529,IEA,Energy Project,Tampa Electric Company Polk Power station NGCC (FL),United States,"Tampa Electric Company, ION Clean Energy, DOE (FEED funding)",Capture,2022.0,,,,Planned,,3.7,3.7,Power and heat,Dedicated storage,
422,84,IEA,Energy Project,Calpine Delta Energy Center (CA),United States,"ION Clean Energy, Inc., Calpine",Capture,2021.0,,,,Planned,,,,Power and heat,Dedicated storage,
423,83,IEA,Energy Project,Calpine Deer Park Energy Center (TX),United States,Calpine Texas CCUS Holdings,Capture,2021.0,,,,Planned,,0.82,5.0,Power and heat,Dedicated storage,
424,532,IEA,Energy Project,Terrell Natural Gas Processing Plant (former Val Verde) (TX),United States,"Blue Source, Occidental, Chevron",Full chain,,,1972.0,,Operational,,0.4,0.5,Natural gas processing,EOR,
425,533,IEA,Energy Project,Tharaldson Ethanol Casselton biorefinery (ND),United States,"Tharaldson Ethanol, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.43,0.501,Biofuels,Dedicated storage,Midwest carbon express
426,82,IEA,Energy Project,Calpine Baytown Energy Center (TX),United States,"Calpine, Technip Energies, Shell, Zachry Group",Capture,2023.0,,,,Planned,,2.0,2.0,Power and heat,Unknown/unspecified,
427,535,IEA,Energy Project,The ZEROS project Chambers & Liberty County (Jefferson) (TX),United States,Texas Water Resources Institute,Capture,2019.0,,2023.0,,Planned,,1.5,1.5,Power and heat,EOR,
428,50,IEA,Energy Project,Bayou Bend CCS offshore (TX),United States,"Chevron (50%), Talos Energy (25% and operator), Carbonvert (25%)",Storage,2021.0,,,,Planned,,,,CO2 storage,Dedicated storage,Bayou Bend CCS offshore (TX)
429,56,IEA,Energy Project,Blue Biston ATR advanced CCUS system (WY),United States,"Tallgrass MLP Operations, LLC",Capture,2021.0,,,,Planned,,1.66,1.66,Hydrogen/ammonia,Unknown/unspecified,
430,550,IEA,Energy Project,Venture Global LNG Plaquemines CCS (LA),United States,Venture Global,Full chain,2021.0,,,,Planned,,,,Natural gas processing,Unknown/unspecified,
431,549,IEA,Energy Project,Venture Global LNG CP2 liquefaction facility CCS (LA),United States,Venture Global,Full chain,2021.0,,,,Planned,,0.5,0.5,Natural gas processing,Dedicated storage,
432,77,IEA,Energy Project,CalCapture CCS+ Elk Hills power plant (CA) ,United States,"Next carbon solutions (NextDecade), California Resource Corporation (Carbon TerraVault)",Full chain,2019.0,2023.0,2024.0,,Planned,,1.4,1.4,Power and heat,EOR,Elk hills 
433,548,IEA,Energy Project,Venture Global LNG Calcasieu Pass CCS (LA),United States,Venture Global,Full chain,2021.0,,,,Planned,,0.5,0.5,Natural gas processing,Unknown/unspecified,
434,547,IEA,Energy Project,Velocys Bayou Fuels (MS),United States,"Velocys, Oxy Low Carbon Ventures",Capture,2019.0,,2024.0,,Planned,,0.3,0.5,Biofuels,EOR,Oxy Low carbon ventures
435,71,IEA,Energy Project,Bushmills Ethanol Atwater (MN),United States,"Bushmills Ethanol, Summit Carbon Solutions",Capture,2022.0,,2024.0,,Planned,,0.23,0.23,Biofuels,Dedicated storage,Midwest carbon express
436,70,IEA,Energy Project,Broadwing Clean Energy Complex (IL),United States,"8Rivers, ADM",Capture,2021.0,2023.0,2025.0,,Planned,,1.0,1.0,Power and heat,Unknown/unspecified,Decatur IL
437,541,IEA,Energy Project,Tulare County Carbon Storage Project (CA),United States,Advanced Resources International Inc.,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Tulare County Carbon Storage Project (CA)
438,58,IEA,Energy Project,Bonanza BioEnergy CCUS (KS),United States,Conestoga,Full chain,2010.0,,2012.0,,Operational,,0.1,0.1569,Biofuels,EOR,
439,543,IEA,Energy Project,Uinta Basin Carbon SAFE (UT),United States,University of Utah,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Uinta Basin Carbon SAFE (UT)
440,85,IEA,Energy Project,Carbon America Bridgeport Ethanol (NE),United States,Carbon America,Full chain,2022.0,,,,Planned,,0.175,0.175,Biofuels,Dedicated storage,
441,112,IEA,Energy Project,Cerilon gas-to-liquids complex (ND),United States,Cerilon GTL,Full chain,2021.0,,,,Planned,1.0,2.0,2.0,Other fuel transformation,Dedicated storage,
442,86,IEA,Energy Project,Carbon America Sterling ethanol (CO),United States,Carbon America,Full chain,2022.0,2024.0,,,Planned,,,,Biofuels,Dedicated storage,
443,525,IEA,Energy Project,Svante capture Linde SMR plant (TX) ,United States,"Linde, Svante",Capture,2021.0,,,,Planned,,1.1,1.1,Hydrogen/ammonia,Dedicated storage,
444,15,IEA,Energy Project,Aemetis CCS Riverbank facility (CA),United States,Aemetis,Full chain,2021.0,,2024.0,,Planned,,,,Biofuels,Dedicated storage,Aemetis CCS
445,510,IEA,Energy Project,Siouxland Energy Cooperative Sioux Center biorefinery (IA),United States,"Siouxland Energy Cooperative, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.16,0.186,Biofuels,Dedicated storage,Midwest carbon express
446,109,IEA,Energy Project,Central Louisiana Regional Carbon Storage (CENLA) Hub (LA),United States,"CapturePoint Solutions, Energy transfer",T&S,2022.0,2023.0,2027.0,,Under construction,,10.0,10.0,CO2 T&S,Dedicated storage,CENLA hub
447,107,IEA,Energy Project,CEMEX Balcones Cement plant (TX),United States,"Research Triangle Institute (RTI) International, Cemex",Capture,2020.0,,,,Planned,,0.5,0.5,Cement,Unknown/unspecified,
448,104,IEA,Energy Project,CCUS at Red Hills natural gas processing complex (NM) EOR Phase 3,United States,Targa Resources Group,Full chain,2022.0,,2024.0,,Planned,2.0,0.26,0.26,Natural gas processing,EOR,
449,103,IEA,Energy Project,CCUS at Red Hills natural gas processing complex (NM) EOR Phase 2,United States,Targa Resources Group,Full chain,2022.0,2022.0,2023.0,,Under construction,1.0,0.36,0.36,Natural gas processing,EOR,
450,101,IEA,Energy Project,Cardinal Ethanol Union City (IN),United States,"One Carbon Partnership (Cardinal Ethanol, Vault 44.01 joint venture)",Full chain,2023.0,,,,Planned,,0.4,0.4,Biofuels,Dedicated storage,
451,18,IEA,Energy Project,AirCapture DACU at Nutrien Kennewick Fertilizer (WA),United States,"AirCapture, Nutrien",CCU,2022.0,,,,Planned,,,,Direct Air Capture,Use,
452,98,IEA,Energy Project,CarbonCapture DACU Carbon Cure at Gary Works (IN),United States,"CarbonCapture, CarbonCure, US Steel",CCU,2022.0,,,,Planned,,,,Direct Air Capture,Use,
453,95,IEA,Energy Project,Carbon Storage Complect Southeastern Michigan (Mi),United States,Battelle Memorial Institute,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Carbon Storage Complect Southeastern Michigan (Mi)
454,94,IEA,Energy Project,Carbon Engineering Constellation Nuclear DACS at Byron Generation Station (IL),United States,"Constellation, 1PointFive, Worley, Carbon Engineering, PNNL, U of IL",Capture,2022.0,,,,Planned,,0.25,0.25,Direct Air Capture,Dedicated storage,Illinois Storage Corridor
455,91,IEA,Energy Project,Carbon Capture Retrofit at Sherman Generating Station (TX),United States,"Bechtel National, Inc.",Capture,2019.0,,,,Planned,,,,Power and heat,Unknown/unspecified,
456,19,IEA,Energy Project,AirCapture Nuclear DAC at JM Farley Nuclear (AL),United States,"Southern Company, Battelle, AirCapture LLC",Capture,2022.0,,,,Planned,,,,Direct Air Capture,Dedicated storage,
457,557,IEA,Energy Project,Wabash Valley Resources (IN),United States,Wabash Valley Resources,Full chain,2016.0,,2024.0,,Planned,,1.65,1.65,Hydrogen/ammonia,Dedicated storage,
458,32,IEA,Energy Project,Arkalon CO2 Compression Facility (KS),United States,Conestoga,Full chain,,,2009.0,,Operational,,0.19,0.31,Biofuels,EOR,
459,555,IEA,Energy Project,Voestalpine hot briquetted iron plant Portland (TX),United States,"Board of Trustees of the University of Illinois, Voestalpine, Air Liquide",Full chain,2022.0,,,,Planned,,,,Iron and steel,Dedicated storage,
460,88,IEA,Energy Project,Carbon Capture at Corn-processing complex (NE),United States,ADM,Capture,2022.0,,,,Planned,,,,Biofuels,Dedicated storage,Eastern Wyoming Sequestration Hub (WY)
461,35,IEA,Energy Project,Ascension Clean Energy (ACE) complex (LA),United States,"Clean Hydrogen Works, Denbury Carbon Solutions (CO2 T&S), Hafnia (ammonia export)",Capture,2022.0,2024.0,2027.0,,Planned,,12.0,12.0,Hydrogen/ammonia,Dedicated storage,Denbury Green Pipeline/Denbury Ascension Parish sequestration
462,524,IEA,Energy Project,Sutter CO CCS Project (CA),United States,Gas Technology Institute,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Sutter CO CCS Project (CA)
463,87,IEA,Energy Project,Carbon America Yuma ethanol (CO),United States,Carbon America,Full chain,2022.0,2024.0,,,Planned,,,,Biofuels,Dedicated storage,
464,345,IEA,Energy Project,Little Sioux Corn Processors Marcus biorefinery (IA),United States,"Little Sioux Corn Processors, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.39,0.458,Biofuels,Dedicated storage,Midwest carbon express
465,188,IEA,Energy Project,Eastern Louisiana Clean Hydrogen Complex (LA) ,United States,Air Products,Full chain,2021.0,,2026.0,,Planned,,5.0,5.0,Hydrogen/ammonia,Dedicated storage,
466,186,IEA,Energy Project,Dry Fork Integrated Commercial CCS (WY),United States,"Membrane Technology and Research, Basin Electric Power Cooperative, Electric Power Research Institute, University of Wyoming, Bismarck",Full chain,2016.0,,2025.0,,Planned,,3.0,3.0,Power and heat,Unknown/unspecified,
467,313,IEA,Energy Project,James M  Barry Electric Generating Plant CCUS (AL),United States,"Southern Company Services, Linde Gas North America LLC, GE Gas Power",Capture,2022.0,,2030.0,,Planned,,0.5,0.5,Power and heat,Unknown/unspecified,
468,377,IEA,Energy Project,Mustang Station Carbon Capture (TX),United States,"Golden Spread Electric Cooperative,  University of Texas at Austin ",Full chain,2019.0,,2025.0,,Planned,,1.5,1.5,Power and heat,EOR,
469,310,IEA,Energy Project,"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 2",United States,"Rwe, Lotte Chemical Corporation, Mitsubishi Corporation (JSA)",Capture,2023.0,,,,Planned,2.0,10.0,10.0,Hydrogen/ammonia,Unknown/unspecified,
470,309,IEA,Energy Project,"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 1",United States,"Rwe, Lotte Chemical Corporation, Mitsubishi Corporation (JSA)",Capture,2023.0,,2030.0,,Planned,1.0,,,Hydrogen/ammonia,Unknown/unspecified,
471,308,IEA,Energy Project,"Integrated Mid-Continent Stacked Carbon Storage Hub CarbonSAFE (NB, KS)",United States,"Battelle Memorial Institute, ADM, Schlumberger Carbon Services, and the Geological Survey of the Nebraska Conservation and Survey Division",T&S,2017.0,,,,Planned,,1.9,1.9,CO2 T&S,Dedicated storage,"Integrated Mid-Continent Stacked Carbon Storage Hub CarbonSAFE (NB, KS)"
472,382,IEA,Energy Project,Net Power Odessa gas plant (TX),United States,"Net Power, Oxy (T&S), 8 Rivers capital (funding)",Full chain,2022.0,,2026.0,,Planned,,,,Power and heat,Dedicated storage,Oxy CO2 sequestration hub (TX)
473,384,IEA,Energy Project,NextDecade Rio Grande LNG (TX),United States,"NextDecade, Mitsubishi HI (ESA/Tech)",Full chain,2021.0,2023.0,2025.0,,Planned,,5.0,5.0,Natural gas processing,Unknown/unspecified,Houston CCS Hub
474,300,IEA,Energy Project,Illinois Industrial Carbon Capture and Storage (IL),United States,ADM,Full chain,2009.0,2011.0,2017.0,,Operational,,0.5,1.0,Biofuels,Dedicated storage,
475,299,IEA,Energy Project,Illinois Clean Fuels Project (IL),United States,"Illinois clean fuels,",Capture,2013.0,2024.0,2026.0,,Planned,,8.1,9.7,Biofuels,Dedicated storage,
476,288,IEA,Energy Project,Husker Ag Plainview biorefinery (NE),United States,"Husker Ag, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.27,0.315,Biofuels,Dedicated storage,Midwest carbon express
477,314,IEA,Energy Project,Javelina Refinery CCS (TX),United States,"Port of Corpus Christi Authority, Howard Midstream",Capture,2021.0,,,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
478,279,IEA,Energy Project,Highwater Ethanol Lamberton biorefinery (MN),United States,"Highwater Ethanol Lamberton, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.13,0.157,Biofuels,Dedicated storage,Midwest carbon express
479,277,IEA,Energy Project,Heron Lake biorefinery (MN),United States,"Heron Lake BioEnergy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.16,0.186,Biofuels,Dedicated storage,Midwest carbon express
480,276,IEA,Energy Project,HERO basalt CarbonSafe (OR),United States,University of Wyoming,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,HERO basalt CarbonSafe (OR)
481,274,IEA,Energy Project,Heidelberg Materials Mitchell plant (IN),United States,Heidelberg Materials,Capture,2022.0,,,,Planned,,2.0,2.0,Cement,Dedicated storage,Mitchell CarbonSAFE (IL)
482,396,IEA,Energy Project,Northern Plains Nitrogen Blue ammonia (ND),United States,"Northern Plains Nitrogen, Summit Carbon Solutions (T&S)",Capture,2013.0,2023.0,,,Planned,,0.5,0.5,Other industry,Dedicated storage,Midwest carbon express
483,272,IEA,Energy Project,"Heartland Greenway (IA, IL, MN, NE, SD) ",United States,"Valero, Black rock, Navigator",Transport,2021.0,2023.0,2025.0,,Planned,,10.0,15.0,CO2 transport,,Heartland Greenway
484,271,IEA,Energy Project,Haynesville Shale natural gas (LA),United States,"CapturePoint Solutions, Energy transfer",Capture,2022.0,2023.0,,,Planned,,,,Natural gas processing,Dedicated storage,CENLA hub
485,399,IEA,Energy Project,OCI Fertilizer plant phase 1,United States,"OCI, Enerflex (CO2 capture), Blackrock (funding), Navigor (T)",Capture,2021.0,2022.0,2025.0,,Under construction,1.0,0.45,0.45,Other industry,Dedicated storage,Heartland Greenway
486,400,IEA,Energy Project,OCI Fertilizer plant phase 2,United States,"OCI, Enerflex (CO2 capture), Blackrock (funding), Navigor (T)",Capture,2021.0,,,,Planned,2.0,0.25,0.25,Other industry,Dedicated storage,Heartland Greenway
487,267,IEA,Energy Project,Hackberry Carbon Sequestration (HCS) project at Cameron LNG (LA),United States,"TotalEnergies, Sempra Infrastructure, Mitsui, and Mitsubishi",Full chain,2022.0,,,,Planned,,2.0,2.0,Natural gas processing,Dedicated storage,
488,404,IEA,Energy Project,One Earth Energy ethanol CCS (IL),United States,One Earth Energy,Full chain,2020.0,,,,Planned,,0.45,1.7,Biofuels,Dedicated storage,Illinois Storage Corridor
489,278,IEA,Energy Project,HIF USA eFuels Matagorda County (TX),United States,HIF USA,CCU,2021.0,2023.0,2026.0,,Planned,,2.2,2.2,Direct Air Capture,Use,
490,257,IEA,Energy Project,Gulf of Mexico CCS Partnership Hub,United States,"Carbon Zero (Storage), Cox (field owner), Crescent Midstream (pipeline operator), Repsol",T&S,2022.0,,,,Planned,,,,CO2 T&S,Dedicated storage,Gulf of Mexico CCS Partnership Hub
491,373,IEA,Energy Project,Mote biomass-to-hydrogen plant (CA),United States,"Mote, CarbonCure, Fluor Corporation, SungasRenewables",Capture,2021.0,,2025.0,,Planned,,0.14,0.14,Hydrogen/ammonia,Use and storage,
492,370,IEA,Energy Project,Mitchell CarbonSAFE (IL),United States,Board of Trustees of the University of Illinois,Storage,2023.0,,,,Planned,,1.666666667,1.666666667,CO2 storage,Dedicated storage,Mitchell CarbonSAFE (IL)
493,348,IEA,Energy Project,Lone Cypress Hydrogen project (CA),United States,"Lone Cypress Energy services, California Resources Corporation (Carbon TerraVault)",Full chain,2022.0,2023.0,2025.0,,Planned,,0.1,0.1,Hydrogen/ammonia,Dedicated storage,Elk Hills field
494,343,IEA,Energy Project,Linde-bp Texas CCS H2 (TX)-Transport and storage,United States,"BP, Linde",T&S,2022.0,,,,Planned,,15.0,15.0,CO2 T&S,Dedicated storage,Linde-bp Texas CCS H2 (TX)-Transport and storage
495,350,IEA,Energy Project,Lost Cabin Gas Plant (WY),United States,"Contango Oil & Gas (bought plant in 2021 from Conocophillips), Denbury",Full chain,2010.0,2011.0,2013.0,,Operational,,0.9,0.9,Natural gas processing,EOR,
496,351,IEA,Energy Project,Louis Dreyfus Grand Junction biorefinery (IA),United States,"Louis Dreyfus Grand Junction, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.29,0.343,Biofuels,Dedicated storage,Midwest carbon express
497,352,IEA,Energy Project,Louis Dreyfus Norfolk biorefinery (IA),United States,"Louis Dreyfus Norfolk, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.13,0.152,Biofuels,Dedicated storage,Midwest carbon express
498,353,IEA,Energy Project,Louisiana Green Fuels Project  (LA),United States,Strategic Biofuels LLC,Full chain,2021.0,2023.0,2027.0,,Planned,,,,Biofuels,Dedicated storage,
499,342,IEA,Energy Project,Linde-BASF capture SMR plant Covent (LA),United States,Praxair,Capture,2020.0,,,,Planned,,1.36145,1.36145,Hydrogen/ammonia,Unknown/unspecified,
500,355,IEA,Energy Project,Marquis Industrial Complex (IL),United States,Marquis Inc.,Full chain,2022.0,,,,Planned,,,,Biofuels,Dedicated storage,
501,341,IEA,Energy Project,Linde hydrogen plant for OCI fertilizer blue ammonia Beaumont (TX),United States,"Linde (owns, builds, operates)",Capture,2022.0,2023.0,2025.0,,Under construction,,1.7,1.7,Hydrogen/ammonia,Dedicated storage,
